Sr No.,Utterance,speaker,emotion,Sentiment,dialogue_id,Utterance_ID,Season,Episode,StartTime,EndTime,orig_dialogue_id,utterance_de_deepl
7731,since you have such a great sense of what i need uh ooh here s-here s 60 bucks why don t you take phoebe down to that colonial flea market of yours and get me some stuff,Ross,neutral,neutral,776,8,6,11,"00:15:45,319","00:15:57,413",777,"Da du so ein Gespür dafür hast, was ich brauche, warum gehst du nicht mit Phoebe zu deinem kolonialen Flohmarkt und holst mir ein paar Sachen."
7732,y know what i don t i don t think phoebe really wants to come,Rachel,joy,positive,776,9,6,11,"00:16:02,294","00:16:04,587",777,"Weißt du was? Ich glaube nicht, dass Phoebe wirklich mitkommen will."
7733,no i do want to,Phoebe,joy,positive,776,10,6,11,"0:16:04,755","0:16:05,597",777,Nein! Ich will es aber!
7734,oh she does want to,Rachel,neutral,neutral,776,11,6,11,"0:16:05,597","0:16:06,633",777,"Oh, sie will wirklich."
7735,she does want to,Ross,neutral,neutral,776,12,6,11,"0:16:06,757","0:16:07,884",777,Sie will wirklich.
7736,yeah,Phoebe,joy,positive,776,13,6,11,"0:16:07,884","0:16:08,320",777,Ich weiß. Ja.
7737,wow you have really pretty feet,Rick,surprise,positive,777,0,4,4,"00:09:11,008","00:09:12,968",778,"Wow, du hast wirklich schöne Füße."
7738,these old things,Phoebe,sadness,negative,777,1,4,4,"00:09:14,679","00:09:16,179",778,Diese alten Dinger.
7739,would you mind spending some time on my siadic area it s been killing me today,Rick,anger,negative,777,2,4,4,"00:09:17,807","00:09:21,685",778,"Könntest du etwas Zeit mit meinem Schambereich verbringen, der bringt mich heute um."
7740,you mean the-okay by siadic you mean the towel covered portion,Phoebe,neutral,neutral,777,3,4,4,"00:09:23,729","00:09:29,943",778,"Du meinst den... okay, mit ""Siadic"" meinst du den mit Handtüchern bedeckten Teil."
7741,yeah,Rick,neutral,neutral,777,4,4,4,"00:09:30,152","00:09:31,194",778,Ich weiß. Ja.
7742,sure yeah no i can do that yeah because umm y know the muscles in the siadic area can get y know real nice and tight,Phoebe,neutral,neutral,777,5,4,4,"00:09:31,821","00:09:40,203",778,"Sicher, ja, nein, das kann ich machen, ja, weil, ähm, weißt du, die Muskeln im Schambereich können, weißt du, richtig schön und fest werden."
7743,so umm tell me rick how umm how did you injure the area,Phoebe,surprise,negative,777,6,4,4,"00:09:43,708","00:09:48,962",778,"Erzählen Sie mir, Rick, wie haben Sie sich die Stelle verletzt?"
7744,oh a 16-hour sit-in for greenpeace,Rick,neutral,neutral,777,7,4,4,"00:09:49,171","00:09:51,840",778,"Oh, ein 16-stündiges Sit-in für Greenpeace."
7745,oh,Phoebe,neutral,neutral,777,8,4,4,"00:09:52,091","00:09:53,425",778,Oh...
7746,ow did you just bite me,Rick,surprise,negative,777,9,4,4,"00:10:01,809","00:10:05,770",778,Au! Hast du mich gerade gebissen?
7747,no,Phoebe,surprise,positive,777,10,4,4,"00:10:03,561","00:10:05,770",778,Nein.
7748,um that s it,Phoebe,neutral,neutral,778,0,1,3,"0:02:45,415","0:02:47,918",779,"Ähm, das war's."
7749,no,Phoebe,neutral,neutral,778,1,1,3,"0:02:47,918","0:02:48,085",779,Nein.
7753,crew guy,Phoebe,neutral,neutral,779,0,3,3,"00:02:45,415","00:02:48,125",780,Crew-Typ.
7754,yeah,Phoebe,neutral,neutral,779,1,3,3,"0:02:48,376","0:02:48,710",780,Ich weiß. Ja.
7755,why have you been following me,Phoebe,anger,negative,779,2,3,3,"0:02:48,710","0:02:50,202",780,Warum sind Sie mir gefolgt?
7756,i mean all week long everywhere i look there s you,Phoebe,neutral,neutral,779,3,3,3,"00:02:50,378","00:02:52,629",780,"Ich meine, die ganze Woche lang, wohin ich auch schaue, bist du da."
7757,you wouldn t return my calls you sent back my letters,Guy,sadness,negative,779,4,3,3,"00:02:53,131","00:02:55,883",780,"Du hast meine Anrufe nicht beantwortet, du hast meine Briefe zurückgeschickt....."
7758,what,Phoebe,surprise,negative,779,5,3,3,"0:02:56,050","0:02:56,482",780,Was?!
7759,one more chance ursula please,Guy,sadness,negative,779,6,3,3,"0:02:56,482","0:02:58,931",780,"Eine weitere Chance Ursula, bitte?"
7760,okay,Joey,neutral,neutral,779,7,3,3,"00:03:00,013","00:03:02,389",780,Okay
7761,okay and then this is the coffee house this is where i play my music,Phoebe,neutral,neutral,780,0,3,23,"00:02:14,551","00:02:18,387",781,"Okay, und dann ist das das Kaffeehaus. Das ist, wo ich meine Musik spiele."
7762,good deal,Vince,joy,positive,780,1,3,23,"00:02:18,555","00:02:20,556",781,Gutes Geschäft.
7763,here you go,Gunther,neutral,neutral,781,0,3,19,"0:00:03,211","0:00:03,723",782,"Hier, bitte sehr."
7764,thank you,Rachel,neutral,neutral,781,1,3,19,"0:00:03,723","0:00:05,857",782,Ich danke euch.
7765,hi,Mark,joy,positive,781,2,3,19,"00:00:26,151","00:00:27,609",782,Hi!
7766,hi all right let s go shoppin,Rachel,joy,positive,781,3,3,19,"00:00:27,819","00:00:29,528",782,"Hi! Alles klar, lasst uns shoppen gehen!!"
7767,um y know before we go ah there s something i need to say,Mark,fear,negative,781,4,3,19,"00:00:29,821","00:00:32,406",782,"Ähm, weißt du, bevor wir gehen, gibt es etwas, das ich sagen muss."
7768,oh okay,Rachel,neutral,neutral,781,5,3,19,"00:00:32,824","00:00:34,908",782,"Oh, okay."
7769,i ve kinda of had this ah this crush on you,Mark,fear,negative,781,6,3,19,"00:00:38,121","00:00:40,622",782,Ich habe mich irgendwie in dich verknallt.
7770,but since you were with ross i-i didn t do anything about it,Mark,joy,positive,781,7,3,19,"00:00:41,791","00:00:44,668",782,"Aber da du mit Ross zusammen warst, habe ich nichts dagegen unternommen."
7771,but now that you re not i d really like to ask you out sometime,Mark,fear,negative,781,8,3,19,"00:00:44,836","00:00:48,797",782,"Aber jetzt, wo du es nicht mehr bist, würde ich dich gern mal einladen."
7772,so-so that s-that s what i m doing now,Mark,fear,negative,781,9,3,19,"00:00:49,466","00:00:53,343",782,"Das ist es also, was ich jetzt tue."
7773,wow umm,Rachel,surprise,positive,781,10,3,19,"00:00:56,806","00:00:57,931",782,Wow! Ähm...
7774,i dropped a cup,Gunther,neutral,neutral,781,11,3,19,"00:01:09,069","00:01:10,360",782,Ich habe eine Tasse fallen lassen.
7775,hello tiny embryos,Phoebe,neutral,neutral,782,0,4,12,"00:09:56,679","00:09:58,888",783,"Hallo, winzige Embryos."
7776,well i m-i m phoebe buffay hi,Phoebe,joy,positive,782,1,4,12,"00:10:00,516","00:10:02,851",783,"Nun, ich bin Phoebe Buffay, hi!"
7777,i m-i m-i m hoping to be your uterus for the next nine months,Phoebe,joy,positive,782,2,4,12,"00:10:04,353","00:10:08,273",783,"Ich bin-ich bin-ich hoffe, Ihre Gebärmutter für die nächsten neun Monate zu sein."
7778,you should know that we re doing this for frank and alice who you know you ve been there,Phoebe,joy,positive,782,3,4,12,"00:10:09,191","00:10:14,154",783,"Du solltest wissen, dass wir das für Frank und Alice tun, die du ja kennst."
7779,umm y know they want you so much so when you guys get in there really grab on,Phoebe,joy,positive,782,4,4,12,"00:10:17,283","00:10:22,871",783,"Ähm, weißt du, sie wollen dich so sehr, also wenn ihr da reinkommt, haltet euch wirklich fest."
7780,okay and-and i promise that i ll keep you safe and warm until you re ready to have them take you home so oh,Phoebe,joy,positive,782,5,4,12,"00:10:23,497","00:10:33,173",783,"Ich verspreche, dass ich euch sicher und warm halte, bis ihr bereit seid, nach Hause zu gehen."
7781,and also umm next time you see me i m screaming don t worry that s what s supposed to happen,Phoebe,neutral,neutral,782,6,4,12,"00:10:35,384","00:10:41,556",783,"Und außerdem, ähm, wenn ihr mich das nächste Mal seht, schreie ich, keine Sorge, das soll auch so sein."
7782,ready,Dr. Zane,neutral,neutral,782,7,4,12,"00:10:43,392","00:10:45,268",783,Bist du bereit?
7783,uh-huh good luck,Phoebe,sadness,negative,782,8,4,12,"00:10:46,020","00:10:47,562",783,Aha. Viel Glück.
7784,then we have to await the data from recent mri scans and dna testing which call into question information gathered from years of simple carbon dating,Ross,neutral,neutral,783,0,9,23,"00:28:08,269","00:28:19,196",784,"Dann müssen wir abwarten, die Daten aus den jüngsten MRT-Scans und DNA-Tests, die in Frage stellen Informationen aus Jahren der einfachen Kohlenstoff-Datierung gesammelt."
7785,look at that woman sitting by the pool getting tan so leathery and wrinkled i m so,Rachel,sadness,negative,783,1,9,23,"00:28:19,364","00:28:26,787",784,"Schau dir die Frau an, die am Pool sitzt und sich bräunt... so lederartig und faltig, ich bin so"
7786,i m not your brother,Man,neutral,neutral,784,0,9,11,"00:22:50,786","00:22:52,912",785,Ich bin nicht dein Bruder.
7787,what about my children drake huh no no no god,Phoebe/Waitress,anger,negative,784,1,9,11,"00:22:53,121","00:23:03,756",785,"Was ist mit meinen Kindern, Drake?! Huh!? Nein!!! Nein!!! Nein! Oh Gott!"
7788,why don t we try massaging the breast to stimulate the flow,Nurse,neutral,neutral,785,0,9,1,"00:09:05,586","00:09:08,421",786,"Warum versuchen wir nicht, die Brust zu massieren, um den Fluss zu stimulieren."
7789,are you kidding me,Joey,anger,negative,785,1,9,1,"00:09:08,631","00:09:11,466",786,Willst du mich verarschen?!
7790,it s just so frustrating why doesn t she want my breast,Rachel,anger,negative,785,2,9,1,"00:09:13,195","00:09:15,971",786,Es ist einfach so frustrierend! Warum will sie nicht meine Brust?!
7791,i don t know maybe she s crazy,Joey,anger,negative,785,3,9,1,"00:09:16,180","00:09:18,723",786,Ich weiß es nicht! Vielleicht ist sie ja verrückt!
7792,hey joey i got some beer for you,Janine,neutral,neutral,786,0,6,7,"00:16:55,889","00:16:57,932",787,"Hey Joey, ich habe etwas Bier für dich."
7793,uh don t you mean for whom,Joey,neutral,neutral,786,1,6,7,"00:16:59,309","00:17:02,687",787,"Äh, meinst du nicht ""für wen""?"
7794,sure listen i was gonna order some pizza you wanna share one,Janine,neutral,neutral,786,2,6,7,"00:17:04,314","00:17:09,318",787,"Klar, hör zu, ich wollte Pizza bestellen, willst du dir eine teilen?"
7795,pizza heh its not like i never had that before ba dum bum cheshhh,Joey,neutral,neutral,786,3,6,7,"00:17:09,486","00:17:13,740",787,"Pizza, heh, ist ja nicht so, als hätte ich das noch nie gehabt...ba dum bum cheshhh."
7796,is there something wrong,Janine,neutral,neutral,786,4,6,7,"00:17:16,201","00:17:17,368",787,Stimmt was nicht?
7797,all right all right let s just get this out in the open okay,Joey,neutral,neutral,786,5,6,7,"00:17:18,912","00:17:23,833",787,"Okay, okay, lass uns das einfach ausdiskutieren, okay?"
7798,you re hot,Joey,neutral,neutral,786,6,6,7,"00:17:24,001","00:17:25,501",787,Du bist heiß.
7799,i m lovable,Joey,neutral,neutral,786,7,6,7,"00:17:26,670","00:17:28,212",787,Ich bin liebenswert.
7800,clearly there s a vibe going on between us,Joey,neutral,neutral,786,8,6,7,"00:17:28,714","00:17:31,382",787,"Es ist klar, dass da eine Schwingung zwischen uns ist."
7801,but we re roommates and it s a huge mistake for us to continue down this road,Joey,neutral,neutral,786,9,6,7,"00:17:31,550","00:17:37,597",787,"Aber wir sind Mitbewohner und es ist ein großer Fehler für uns, diesen Weg weiter zu gehen."
7802,joey,Janine,neutral,neutral,786,10,6,7,"00:17:37,765","00:17:39,515",787,Joey!
7803,oh no it s not no it s not it s a first date i m,Monica,fear,negative,787,0,6,13,"00:20:42,157","00:20:47,203",788,"Oh nein, ist es nicht, nein, ist es nicht. Es ist ein erstes Date. Ich bin"
7805,ho-oh he s gonna get some,Chandler,joy,positive,787,1,6,13,"00:20:52,626","00:20:56,087",788,"Ho-oh, er wird was abkriegen!"
7806,of the glare from the streetlight out of his apartment,Chandler,neutral,neutral,787,2,6,13,"00:20:58,465","00:21:03,594",788,von dem grellen Licht der Straßenlaterne aus seiner Wohnung.
7807,y know so umm he s closed the drapes there so he can have a nice pleasant conversation with your little sister,Chandler,neutral,neutral,787,3,6,13,"00:21:03,804","00:21:13,771",788,"Weißt du, also ähm, er hat die Vorhänge zugemacht, damit er ein nettes, angenehmes Gespräch mit deiner kleinen Schwester führen kann."
7808,well i m off to bed,Chandler,neutral,neutral,787,4,6,13,"00:21:14,564","00:21:16,190",788,"Also, ich gehe jetzt ins Bett!"
7809,you were so funny with that waiter you re such a nut,Katie,joy,positive,788,0,5,15,"00:08:43,814","00:08:47,901",789,Du warst so witzig mit dem Kellner! Du bist so ein Spinner!
7810,y know breadstick fangs are always funny,Joey,joy,positive,788,1,5,15,"00:08:53,783","00:08:56,743",789,"Weißt du, Brotstangenzähne sind immer lustig."
7811,no you make them funny you re the funny one,Katie,joy,positive,788,2,5,15,"00:08:56,994","00:09:00,080",789,"Nein, du machst sie lustig. Du bist die Lustige!"
7812,uhh look katie uh listen we-we need to talk,Joey,fear,negative,788,3,5,15,"0:09:02,625","0:09:05,920",789,"Katie, hör zu, wir müssen reden."
7813,okay,Joey,neutral,neutral,788,4,5,15,"0:09:05,920","0:09:06,116",789,Okay
7814,umm look i like you,Joey,fear,negative,788,5,5,15,"0:09:06,212","0:09:08,304",789,"Ähm, schau, ich mag dich."
7815,i-i really do i like you a lot,Joey,fear,negative,788,6,5,15,"0:09:08,304","0:09:11,316",789,"Das tue ich wirklich, ich mag dich sehr."
7816,okay,Joey,anger,negative,788,7,5,15,"0:09:11,316","0:09:11,462",789,Okay
7817,but sometimes when you when you playfully punch me like that it-it feels like someone s hitting me with a very tiny but very,Joey,joy,positive,788,8,5,15,"00:09:11,551","00:09:20,392",789,"Aber manchmal, wenn du mich so spielerisch schlägst, fühlt es sich an, als würde mich jemand mit einem sehr kleinen, aber sehr"
7818,aww like i could hurt you are you making fun of my size don t make fun of me because of my size,Katie,surprise,positive,788,9,5,15,"00:09:22,353","00:09:28,084",789,"Aww, als ob ich dich verletzen könnte. Machst du dich über meine Größe lustig? Mach dich nicht über mich lustig, wegen meiner Größe!"
7819,oh joey sorry,Rachel,surprise,negative,789,0,1,18,"00:06:24,467","00:06:26,885",790,"Oh, Joey! Entschuldigung!"
7820,they made you head of the department,Rachel,joy,positive,790,0,8,12,"00:01:55,115","00:02:00,202",791,Sie machten Sie Leiter der Abteilung!
7821,no i get to teach one of his advanced classes why didn t i get head of the department,Ross,joy,positive,790,1,8,12,"00:01:55,115","00:02:04,373",791,"Nein, ich bekomme, um eine seiner fortgeschrittenen Klassen zu unterrichten! Warum habe ich nicht bekommen Kopf der Abteilung?"
7822,oh hey rach listen umm,Joey,neutral,neutral,790,2,8,12,"0:02:05,375","0:02:06,877",791,"Oh! Hey Rach, hör zu, ähm..."
7823,yeah,Rachel,neutral,neutral,790,3,8,12,"0:02:06,877","0:02:07,381",791,Ich weiß. Ja.
7824,i got a big date coming up do you know a good restaurant,Joey,neutral,neutral,790,4,8,12,"00:02:07,502","00:02:10,003",791,"Ich habe demnächst ein großes Date, kennst du ein gutes Restaurant?"
7825,uh paul s café they got great food and it s really romantic,Rachel,neutral,neutral,790,5,8,12,"00:02:10,588","00:02:15,259",791,"Äh, Paul's Café. Die haben tolles Essen und es ist wirklich romantisch."
7826,ooh great thanks,Joey,joy,positive,790,6,8,12,"00:02:15,426","00:02:16,844",791,"Oh, toll! Oh, toll! Danke!"
7827,yeah oh and then afterwards you can take her to the,Rachel,neutral,neutral,790,7,8,12,"00:02:17,011","00:02:20,556",791,"Danke! Ja! Oh, und danach kannst du mit ihr in die"
7828,you sure are naming a lot of ways to postpone sex i ll tell ya,Joey,neutral,neutral,790,8,8,12,"00:02:27,438","00:02:31,066",791,"Du nennst wirklich viele Wege, um den Sex aufzuschieben, ich sag's dir"
7829,ooh i miss dating,Rachel,sadness,negative,790,9,8,12,"0:02:31,568","0:02:33,737",791,"Ooh, ich vermisse Verabredungen."
7830,gettin all dressed up and going to a fancy restaurant,Rachel,neutral,neutral,790,10,8,12,"0:02:33,737","0:02:36,343",791,Sich schick zu machen und in ein schickes Restaurant zu gehen.
7831,i m not gonna be able to do that for so long and it s so much fun,Rachel,joy,positive,790,11,8,12,"00:02:37,157","00:02:41,410",791,"Das werde ich so lange nicht mehr machen können, und es macht so viel Spaß!"
7832,i mean not that sitting at home worrying about giving birth to a sixteen pound baby is not fun,Rachel,neutral,neutral,790,12,8,12,"00:02:42,120","00:02:46,248",791,"Ich meine nicht, dass es keinen Spaß macht, zu Hause zu sitzen und sich um die Geburt eines 16 Pfund schweren Babys zu sorgen."
7833,hey y know what,Joey,neutral,neutral,790,13,8,12,"0:02:47,959","0:02:48,881",791,"Hey, weißt du was?"
7834,huh,Rachel,neutral,neutral,790,14,8,12,"0:02:48,881","0:02:51,403",791,Huh?
7835,why don t i take you out,Joey,neutral,neutral,790,15,8,12,"0:02:51,403","0:02:51,592",791,Warum führe ich dich nicht aus?
7836,what joey you don t want to go on a date with a pregnant lady,Rachel,surprise,negative,790,16,8,12,"00:02:52,046","00:02:55,007",791,"Was?! Joey, du willst doch nicht mit einer schwangeren Frau ausgehen."
7837,yes i do,Joey,joy,positive,790,17,8,12,"00:02:55,175","00:02:58,051",791,"Doch, tue ich."
7838,and we re gonna go out we re gonna have a good time and take your mind off of childbirth and c-sections and-and giant baby heads stretching out,Joey,joy,positive,790,18,8,12,"00:02:55,175","00:03:05,100",791,"Und wir werden ausgehen, wir werden uns amüsieren und dich von der Geburt und den Kaiserschnitten und den riesigen Babyköpfen ablenken."
7839,okay i ll go with ya i ll go i ll go with ya,Rachel,joy,positive,790,19,8,12,"00:03:05,268","00:03:06,768",791,Okay! Ich komme mit! Ich werde mit dir gehen! Ich komme mit! Ich werde mit dir gehen.
7840,i ll be fun,Joey,neutral,neutral,790,20,8,12,"0:03:06,936","0:03:07,979",791,Ich werde Spaß machen.
7841,all right,Rachel,neutral,neutral,790,21,8,12,"0:03:07,979","0:03:09,508",791,"Ja, gut."
7842,hi,Rachel,joy,positive,791,0,9,19,"0:09:17,724","0:09:18,986",792,Hi!
7843,hey,Joey,joy,positive,791,1,9,19,"0:09:18,986","0:09:19,197",792,Hey!
